,name,key,typee
36353,Sumit Bam Shrestha,journals/ijon/Fan0S16,Article
36354,Gaurav Bhatnagar,journals/ijon/BhatnagarW15,Article
36355,Q. M. Jonathan Wu,journals/ijon/BhatnagarW15,Article
36356,Takatoshi Nishima,journals/ijon/NishimaH97,Article
36357,Masafumi Hagiwara,journals/ijon/NishimaH97,Article
36358,Javier Soto,journals/ijon/SotoMC13,Article
36359,Juan Manuel Moreno,journals/ijon/SotoMC13,Article
36360,Joan Cabestany,journals/ijon/SotoMC13,Article
36361,Dattatray V. Jadhav,journals/ijon/JadhavH09,Article
36362,Raghunath S. Holambe,journals/ijon/JadhavH09,Article
36363,Keem Siah Yap,journals/ijon/YapY12,Article
36364,Hwa Jen Yap,journals/ijon/YapY12,Article
36365,Shiyu Yan,journals/ijon/YanS10,Article
36366,Zengqi Sun,journals/ijon/YanS10,Article
36367,Shulong Tan,journals/ijon/TanBQCC14,Article
36368,Jiajun Bu,journals/ijon/TanBQCC14,Article
36369,Xuzhen Qin,journals/ijon/TanBQCC14,Article
36370,Chun Chen,journals/ijon/TanBQCC14,Article
36371,Deng Cai,journals/ijon/TanBQCC14,Article
36372,Kazushige Morooka,journals/ijon/MorookaT02,Article
36373,Shoji Tanaka,journals/ijon/MorookaT02,Article
36374,Guillaume A. Rousselet,journals/ijon/RousseletMF04,Article
36375,Marc J.-M. Mac,journals/ijon/RousseletMF04,Article
36376,Michle Fabre-Thorpe,journals/ijon/RousseletMF04,Article
36377,Qingyun Wang,journals/ijon/WangSC12,Article
36378,Miguel A. F. Sanjun,journals/ijon/WangSC12,Article
36379,Guanrong Chen,journals/ijon/WangSC12,Article
36380,Xiangzhou Zhang,journals/ijon/ZhangHXWNL14,Article
36381,Yong Hu,journals/ijon/ZhangHXWNL14,Article
36382,Kang Xie,journals/ijon/ZhangHXWNL14,Article
36383,Shouyang Wang,journals/ijon/ZhangHXWNL14,Article
36384,E. W. T. Ngai,journals/ijon/ZhangHXWNL14,Article
36385,Mei Liu,journals/ijon/ZhangHXWNL14,Article
36386,Dipti Srinivasan,journals/ijon/SrinivasanJC05,Article
36387,Xin Jin,journals/ijon/SrinivasanJC05,Article
36388,Ruey Long Cheu,journals/ijon/SrinivasanJC05,Article
36389,Antonio Neme,journals/ijon/NemePMHD15,Article
36390,J. R. G. Pulido,journals/ijon/NemePMHD15,Article
36391,Abril Muoz,journals/ijon/NemePMHD15,Article
36392,Sergio Hernndez,journals/ijon/NemePMHD15,Article
36393,Teresa Dey,journals/ijon/NemePMHD15,Article
36394,Yao Hu,journals/ijon/HuJSZCH15,Article
36395,Zhongming Jin,journals/ijon/HuJSZCH15,Article
36396,Yi Shi,journals/ijon/HuJSZCH15,Article
36397,Debing Zhang,journals/ijon/HuJSZCH15,Article
36398,Deng Cai,journals/ijon/HuJSZCH15,Article
36399,Xiaofei He,journals/ijon/HuJSZCH15,Article
36400,Jiadong Yang,journals/ijon/YangXJ13,Article
36401,Hua Xu,journals/ijon/YangXJ13,Article
36402,Peifa Jia,journals/ijon/YangXJ13,Article
36403,Ling Zhao,journals/ijon/ZhaoL15,Article
36404,Li Li,journals/ijon/ZhaoL15,Article
36405,Reza Mazrooei-Sebdani,journals/ijon/Mazrooei-SebdaniF14,Article
36406,Saeed Farjami,journals/ijon/Mazrooei-SebdaniF14,Article
36407,Yu-Kai Wang,journals/ijon/WangCL14,Article
36408,Shi-An Chen,journals/ijon/WangCL14,Article
36409,Chin-Teng Lin,journals/ijon/WangCL14,Article
36410,Kay A. Robbins,journals/ijon/RobbinsS03,Article
36411,David M. Senseman,journals/ijon/RobbinsS03,Article
36412,David H. Goldberg,journals/ijon/GoldbergSA03,Article
36413,Arun P. Sripati,journals/ijon/GoldbergSA03,Article
36414,Andreas G. Andreou,journals/ijon/GoldbergSA03,Article
36415,Dongpo Xu,journals/ijon/XuSZ12,Article
36416,Hongmei Shao,journals/ijon/XuSZ12,Article
36417,Huisheng Zhang,journals/ijon/XuSZ12,Article
36418,Jie Pan,journals/ijon/PanZ10,Article
36419,Shouming Zhong,journals/ijon/PanZ10,Article
36420,Zuohua Zhang,journals/ijon/ZhangB02,Article
36421,Dana H. Ballard,journals/ijon/ZhangB02,Article
36422,R. Rakkiyappan,journals/ijon/RakkiyappanCLPJ13,Article
36423,A. Chandrasekar,journals/ijon/RakkiyappanCLPJ13,Article
36424,Shanmugam Lakshmanan,journals/ijon/RakkiyappanCLPJ13,Article
36425,Ju H. Park,journals/ijon/RakkiyappanCLPJ13,Article
36426,Ho Y. Jung,journals/ijon/RakkiyappanCLPJ13,Article
36427,Nan Xu,journals/ijon/XuDH14,Article
36428,Yongsheng Ding,journals/ijon/XuDH14,Article
36429,Kuangrong Hao,journals/ijon/XuDH14,Article
36430,Elise Cassidente,journals/ijon/CassidenteYL00,Article
36431,Xiaogang Yan,journals/ijon/CassidenteYL00,Article
36432,Tai Sing Lee,journals/ijon/CassidenteYL00,Article
36433,Volker Willert,journals/ijon/WillertE11,Article
36434,Julian Eggert,journals/ijon/WillertE11,Article
36435,Yongkun Li,journals/ijon/LiZ11,Article
36436,Kaihong Zhao,journals/ijon/LiZ11,Article
36437,Luis D. Di Martino,journals/ijon/MartinoPLF16,Article
36438,Javier Preciozzi,journals/ijon/MartinoPLF16,Article
36439,Federico Lecumberry,journals/ijon/MartinoPLF16,Article
36440,Alicia Fernndez,journals/ijon/MartinoPLF16,Article
36441,Maria Bykhovskaia,journals/ijon/BykhovskaiaP04,Article
36442,Elena Polagaeva,journals/ijon/BykhovskaiaP04,Article
36443,Nandita Sengupta,journals/ijon/SenguptaSSS13,Article
36444,Jaydeep Sen,journals/ijon/SenguptaSSS13,Article
36445,Jaya Sil,journals/ijon/SenguptaSSS13,Article
36446,Moumita Saha,journals/ijon/SenguptaSSS13,Article
36447,Le-le Cao,journals/ijon/CaoHS16,Article
36448,Wen-bing Huang,journals/ijon/CaoHS16,Article
36449,Fuchun Sun,journals/ijon/CaoHS16,Article
36450,Xiaolong Zheng,journals/ijon/ZhengZLY15,Article
36451,Xudong Zhao,journals/ijon/ZhengZLY15,Article
36452,Ren Li,journals/ijon/ZhengZLY15,Article
36453,Yunfei Yin,journals/ijon/ZhengZLY15,Article
36454,Fabin Alvarez,journals/ijon/AlvarezV02,Article
36455,Jean-Franois Vibert,journals/ijon/AlvarezV02,Article
36456,Hyung-Min Park,journals/ijon/ParkOL03,Article
36457,Sang-Hoon Oh,journals/ijon/ParkOL03,Article
36458,Soo-Young Lee,journals/ijon/ParkOL03,Article
36459,Daniel W. C. Ho,journals/ijon/HoLXT99,Article
36460,James Lam,journals/ijon/HoLXT99,Article
36461,Jinhua Xu,journals/ijon/HoLXT99,Article
36462,Hei Ka Tam,journals/ijon/HoLXT99,Article
36463,Jie Tao,journals/ijon/TaoSLW16,Article
36464,Hongye Su,journals/ijon/TaoSLW16,Article
36465,Renquan Lu,journals/ijon/TaoSLW16,Article
36466,Zheng-Guang Wu,journals/ijon/TaoSLW16,Article
36467,Sungho Jo,journals/ijon/Jo05,Article
36468,Raymond S. Smith,journals/ijon/SmithW15,Article
36469,Terry Windeatt,journals/ijon/SmithW15,Article
36470,Upinder S. Bhalla,journals/ijon/Bhalla03,Article
36471,Huiwei Wang,journals/ijon/WangS11,Article
36472,Qiankun Song,journals/ijon/WangS11,Article
36473,Chei-Chang Chiou,journals/ijon/Chiou09,Article
36474,Danielle Morel,journals/ijon/MorelL07,Article
36475,William B. Levy,journals/ijon/MorelL07,Article
36476,Xiaogang Ruan,journals/ijon/RuanDGQ07,Article
36477,Mingxiao Ding,journals/ijon/RuanDGQ07,Article
36478,Daoxiong Gong,journals/ijon/RuanDGQ07,Article
36479,Junfei Qiao,journals/ijon/RuanDGQ07,Article
36480,Alessia Amelio,journals/ijon/AmelioP16,Article
36481,Clara Pizzuti,journals/ijon/AmelioP16,Article
36482,Roberto Latorre,journals/ijon/LatorreRV04,Article
36483,Francisco de Borja Rodrguez Ortiz,journals/ijon/LatorreRV04,Article
36484,Pablo Varona,journals/ijon/LatorreRV04,Article
36485,Nobuo Funabiki,journals/ijon/FunabikiN97,Article
36486,Seishi Nishikawa,journals/ijon/FunabikiN97,Article
36487,Tao Li,journals/ijon/LiGS07a,Article
36488,Lei Guo 0003,journals/ijon/LiGS07a,Article
36489,Changyin Sun,journals/ijon/LiGS07a,Article
36490,Qiankun Song,journals/ijon/Song09a,Article
36491,Mohamed Walid Ayech,journals/ijon/AyechZ16,Article
36492,Djemel Ziou,journals/ijon/AyechZ16,Article
36493,Michele Giugliano,journals/ijon/GiuglianoGL01,Article
36494,Massimo Grattarola,journals/ijon/GiuglianoGL01,Article
36495,Gwendal Le Masson,journals/ijon/GiuglianoGL01,Article
36496,Hongyang Zhang,journals/ijon/ZhangLZG14,Article
36497,Zhouchen Lin,journals/ijon/ZhangLZG14,Article
36498,Chao Zhang,journals/ijon/ZhangLZG14,Article
36499,Junbin Gao,journals/ijon/ZhangLZG14,Article
36500,Mona Mathur,journals/ijon/MathurB05,Article
36501,Basabi Bhaumik,journals/ijon/MathurB05,Article
36502,Antnio P. M. Henriques,journals/ijon/HenriquesNA10,Article
36503,Adrio Duarte Dria Neto,journals/ijon/HenriquesNA10,Article
36504,Ricardo F. Amaral,journals/ijon/HenriquesNA10,Article
36505,Christoph Rasche,journals/ijon/Rasche05,Article
36506,Zhirong Yang,journals/ijon/YangL07,Article
36507,Jorma Laaksonen,journals/ijon/YangL07,Article
36508,Marc Peter Deisenroth,journals/ijon/DeisenrothRP09,Article
36509,Carl Edward Rasmussen,journals/ijon/DeisenrothRP09,Article
36510,Jan Peters 0001,journals/ijon/DeisenrothRP09,Article
36511,Peng Zhou,journals/ijon/ZhouLWC11,Article
36512,Dehua Li,journals/ijon/ZhouLWC11,Article
36513,Hong Wu,journals/ijon/ZhouLWC11,Article
36514,Feng Cheng,journals/ijon/ZhouLWC11,Article
36515,Yuhua Fan,journals/ijon/FanQ13,Article
36516,Shiyin Qin,journals/ijon/FanQ13,Article
36517,Simona Doboli,journals/ijon/DoboliMB00,Article
36518,Ali A. Minai,journals/ijon/DoboliMB00,Article
36519,Phillip J. Best,journals/ijon/DoboliMB00,Article
36520,Zhenyu He,journals/ijon/HeYT08,Article
36521,Xinge You,journals/ijon/HeYT08,Article
36522,Yuan Yan Tang,journals/ijon/HeYT08,Article
36523,Carlos Garca Puntonet,journals/ijon/PuntonetP98,Article
36524,Alberto Prieto,journals/ijon/PuntonetP98,Article
36525,Feibin Yang,journals/ijon/YangHJL16,Article
36526,Qinghua Huang,journals/ijon/YangHJL16,Article
36527,Lianwen Jin,journals/ijon/YangHJL16,Article
36528,Alan Wee-Chung Liew,journals/ijon/YangHJL16,Article
36529,Guisong Liu,journals/ijon/LiuYY07,Article
36530,Zhang Yi 0001,journals/ijon/LiuYY07,Article
36531,Shangming Yang,journals/ijon/LiuYY07,Article
36532,Rodrigo Salas,journals/ijon/SalasMAM07,Article
36533,Sebastin Moreno,journals/ijon/SalasMAM07,Article
36534,Hctor Allende,journals/ijon/SalasMAM07,Article
36535,Claudio Moraga,journals/ijon/SalasMAM07,Article
36536,Junwei Han,journals/ijon/HanJHHL14,Article
36537,Xiang Ji,journals/ijon/HanJHHL14,Article
36538,Xintao Hu,journals/ijon/HanJHHL14,Article
36539,Jungong Han,journals/ijon/HanJHHL14,Article
36540,Tianming Liu,journals/ijon/HanJHHL14,Article
36541,Qingsong Song,journals/ijon/SongF10,Article
36542,Zuren Feng,journals/ijon/SongF10,Article
36543,Karl Magnus Petersson,journals/ijon/Petersson05,Article
36544,Jinn-Tsong Tsai,journals/ijon/Tsai14,Article
36545,Dipti Srinivasan,journals/ijon/Srinivasan08,Article
36546,Patricia Zukow-Goldring,journals/ijon/Zukow-GoldringA07,Article
36547,Michael A. Arbib,journals/ijon/Zukow-GoldringA07,Article
36548,Colin Fyfe,journals/ijon/FyfeM02,Article
36549,Donald MacDonald,journals/ijon/FyfeM02,Article
36550,Giorgio Valentini,journals/ijon/ValentiniM02,Article
36551,Francesco Masulli,journals/ijon/ValentiniM02,Article
36552,Yang Li,journals/ijon/LiZXCAH13,Article
36553,Ping Zhu,journals/ijon/LiZXCAH13,Article
36554,Xiaoping Xie,journals/ijon/LiZXCAH13,Article
36555,Hongping Chen,journals/ijon/LiZXCAH13,Article
36556,Kazuyuki Aihara,journals/ijon/LiZXCAH13,Article
36557,Guoguang He,journals/ijon/LiZXCAH13,Article
36558,Qiao Cai,journals/ijon/CaiHM13,Article
36559,Haibo He,journals/ijon/CaiHM13,Article
36560,Hong Man,journals/ijon/CaiHM13,Article
36561,Mariofanna G. Milanova,journals/ijon/MilanovaB00,Article
36562,Ulrich Buker,journals/ijon/MilanovaB00,Article
36563,Riadh Kallel,journals/ijon/KallelCV02,Article
36564,Marie Cottrell,journals/ijon/KallelCV02,Article
36565,Vincent Vigneron,journals/ijon/KallelCV02,Article
36566,William G. Gibson,journals/ijon/GibsonFB01,Article
36567,Les Farnell,journals/ijon/GibsonFB01,Article
36568,Max R. Bennett,journals/ijon/GibsonFB01,Article
36569,Ji Won Yoon,journals/ijon/YoonF15,Article
36570,Nial Friel,journals/ijon/YoonF15,Article
36571,Yiannis Kokkinos,journals/ijon/KokkinosM15,Article
36572,Konstantinos G. Margaritis,journals/ijon/KokkinosM15,Article
36573,Kai Labusch,journals/ijon/LabuschBM09,Article
36574,Erhardt Barth,journals/ijon/LabuschBM09,Article
36575,Thomas Martinetz,journals/ijon/LabuschBM09,Article
36576,Md. Monirul Kabir,journals/ijon/KabirIM10,Article
36577,Md. Monirul Islam,journals/ijon/KabirIM10,Article
36578,Kazuyuki Murase,journals/ijon/KabirIM10,Article
36579,Jeen-Shing Wang,journals/ijon/WangH10,Article
36580,Yu-Liang Hsu,journals/ijon/WangH10,Article
36581,Ping Li,journals/ijon/LiC06,Article
36582,Jinde Cao,journals/ijon/LiC06,Article
36583,Arto Kantsila,journals/ijon/KantsilaLS04,Article
36584,Mikko Lehtokangas,journals/ijon/KantsilaLS04,Article
36585,Jukka Saarinen,journals/ijon/KantsilaLS04,Article
36586,Alan Rogers,journals/ijon/RogersKS03,Article
36587,John Keating,journals/ijon/RogersKS03,Article
36588,Robert Shorten,journals/ijon/RogersKS03,Article
36589,Kuizhi Mei,journals/ijon/MeiDLF14,Article
36590,Peixiang Dong,journals/ijon/MeiDLF14,Article
36591,Hao Lei,journals/ijon/MeiDLF14,Article
36592,Jianping Fan,journals/ijon/MeiDLF14,Article
36593,Marcin Wazny,journals/ijon/WaznyW14,Article
36594,Grzegorz M. Wjcik,journals/ijon/WaznyW14,Article
36595,James D. B. Nelson,journals/ijon/NelsonDGG08,Article
36596,Robert I. Damper,journals/ijon/NelsonDGG08,Article
36597,Steve R. Gunn,journals/ijon/NelsonDGG08,Article
36598,Baofeng Guo,journals/ijon/NelsonDGG08,Article
36599,Anne Johannet,journals/ijon/JohannetS99,Article
36600,Isabelle Sarda,journals/ijon/JohannetS99,Article
36601,T. Jayasree,journals/ijon/JayasreeDS10,Article
36602,D. Devaraj,journals/ijon/JayasreeDS10,Article
36603,R. Sukanesh,journals/ijon/JayasreeDS10,Article
36604,Vladimir E. Bondarenko,journals/ijon/BondarenkoCPDC03,Article
36605,Gennady S. Cymbalyuk,journals/ijon/BondarenkoCPDC03,Article
36606,Girish N. Patel,journals/ijon/BondarenkoCPDC03,Article
36607,Stephen P. DeWeerth,journals/ijon/BondarenkoCPDC03,Article
36608,Ronald L. Calabrese,journals/ijon/BondarenkoCPDC03,Article
36609,Xiaolin Huang,journals/ijon/HuangXW12,Article
36610,Jun Xu 0008,journals/ijon/HuangXW12,Article
36611,Shuning Wang,journals/ijon/HuangXW12,Article
36612,Madalina Olteanu,journals/ijon/OlteanuR11,Article
36613,Joseph Rynkiewicz,journals/ijon/OlteanuR11,Article
36614,Umarani Jayaraman,journals/ijon/JayaramanGG14,Article
36615,Aman Kishore Gupta,journals/ijon/JayaramanGG14,Article
36616,Phalguni Gupta,journals/ijon/JayaramanGG14,Article
36617,Guihua Wen,journals/ijon/Wen09,Article
36618,Hong Li,journals/ijon/LiWLY12,Article
36619,Yantao Wei,journals/ijon/LiWLY12,Article
36620,Luoqing Li,journals/ijon/LiWLY12,Article
36621,Yuan Yuan,journals/ijon/LiWLY12,Article
36622,Yi-Zhe Song,journals/ijon/SongLWHS12,Article
36623,Chuan Li 0001,journals/ijon/SongLWHS12,Article
36624,Liang Wang,journals/ijon/SongLWHS12,Article
36625,Peter M. Hall,journals/ijon/SongLWHS12,Article
36626,Peiyi Shen,journals/ijon/SongLWHS12,Article
36627,Kunihiko Fukushima,journals/ijon/Fukushima03,Article
36628,Xiubao Jiang,journals/ijon/JiangYYG12,Article
36629,Xinge You,journals/ijon/JiangYYG12,Article
36630,Yuan Yuan,journals/ijon/JiangYYG12,Article
36631,Mingming Gong,journals/ijon/JiangYYG12,Article
36632,Yu Zhuang,journals/ijon/Zhuang06,Article
36633,Seiichi Sakatani,journals/ijon/SakataniH04,Article
36634,Akira Hirose,journals/ijon/SakataniH04,Article
36635,Jian Xun Peng,journals/ijon/PengFRK11,Article
36636,Stuart Ferguson,journals/ijon/PengFRK11,Article
36637,Karen Rafferty,journals/ijon/PengFRK11,Article
36638,Paul D. Kelly,journals/ijon/PengFRK11,Article
36639,Toru Kumagai,journals/ijon/KumagaiU04,Article
36640,Akio Utsugi,journals/ijon/KumagaiU04,Article
36641,Xiangdong Liu,journals/ijon/LiuX07,Article
36642,Chunbo Xiu,journals/ijon/LiuX07,Article
36643,Pierre Gaillard,journals/ijon/GaillardAG08,Article
36644,Michal Aupetit,journals/ijon/GaillardAG08,Article
36645,Grard Govaert,journals/ijon/GaillardAG08,Article
36646,Zoe Falomir,journals/ijon/FalomirO15,Article
36647,Ana-Maria Olteteanu,journals/ijon/FalomirO15,Article
36648,Xingjun Zhang,journals/ijon/ZhangWTYWD13,Article
36649,Endong Wang,journals/ijon/ZhangWTYWD13,Article
36650,Feilong Tang,journals/ijon/ZhangWTYWD13,Article
36651,Meishun Yang,journals/ijon/ZhangWTYWD13,Article
36652,Hengyi Wei,journals/ijon/ZhangWTYWD13,Article
36653,Xiaoshe Dong,journals/ijon/ZhangWTYWD13,Article
36654,Chuandong Li,journals/ijon/LiF09,Article
36655,Gang Feng,journals/ijon/LiF09,Article
36656,Davis Barch,journals/ijon/BarchG02a,Article
36657,Donald A. Glaser,journals/ijon/BarchG02a,Article
36658,Yoshikane Takahashi,journals/ijon/Takahashi97b,Article
36659,Michael L. Hines,journals/ijon/HinesC04,Article
36660,Nicholas T. Carnevale,journals/ijon/HinesC04,Article
36661,Arthur R. Houweling,journals/ijon/HouwelingBTSS99,Article
36662,Maxim Bazhenov,journals/ijon/HouwelingBTSS99,Article
36663,Igor Timofeev,journals/ijon/HouwelingBTSS99,Article
36664,Mircea Steriade,journals/ijon/HouwelingBTSS99,Article
36665,Terrence J. Sejnowski,journals/ijon/HouwelingBTSS99,Article
36666,Kerstin Bunte,journals/ijon/BunteHBV12,Article
36667,Sven Haase,journals/ijon/BunteHBV12,Article
36668,Michael Biehl,journals/ijon/BunteHBV12,Article
36669,Thomas Villmann,journals/ijon/BunteHBV12,Article
36670,Haralambos Sarimveis,journals/ijon/SarimveisAB03,Article
36671,Alex Alexandridis,journals/ijon/SarimveisAB03,Article
36672,George V. Bafas,journals/ijon/SarimveisAB03,Article
36673,Deming Zhai,journals/ijon/ZhaiZYCCG15,Article
36674,Yu Zhang 0006,journals/ijon/ZhaiZYCCG15,Article
36675,Dit-Yan Yeung,journals/ijon/ZhaiZYCCG15,Article
36676,Hong Chang,journals/ijon/ZhaiZYCCG15,Article
36677,Xilin Chen,journals/ijon/ZhaiZYCCG15,Article
36678,Wen Gao,journals/ijon/ZhaiZYCCG15,Article
36679,Yawei Luo,journals/ijon/LuoGWPY15,Article
36680,Tao Guan,journals/ijon/LuoGWPY15,Article
36681,Benchang Wei,journals/ijon/LuoGWPY15,Article
36682,Hailong Pan,journals/ijon/LuoGWPY15,Article
36683,Junqing Yu,journals/ijon/LuoGWPY15,Article
36684,Like Gao,journals/ijon/GaoWZZWM15,Article
36685,Zhihui Wang,journals/ijon/GaoWZZWM15,Article
36686,Ke Zhou,journals/ijon/GaoWZZWM15,Article
36687,Wenji Zhu,journals/ijon/GaoWZZWM15,Article
36688,Zhiding Wu,journals/ijon/GaoWZZWM15,Article
36689,Tiedong Ma,journals/ijon/GaoWZZWM15,Article
36690,Hangjun Che,journals/ijon/CheLHH15,Article
36691,Chuandong Li,journals/ijon/CheLHH15,Article
36692,Xing He,journals/ijon/CheLHH15,Article
36693,Tingwen Huang,journals/ijon/CheLHH15,Article
36694,M. Srinivas,journals/ijon/SrinivasNSM15,Article
36695,R. Ramu Naidu,journals/ijon/SrinivasNSM15,Article
36696,C. S. Sastry,journals/ijon/SrinivasNSM15,Article
36697,C. Krishna Mohan,journals/ijon/SrinivasNSM15,Article
36698,Giuseppe Placidi,journals/ijon/PlacidiAPSS15,Article
36699,Danilo Avola,journals/ijon/PlacidiAPSS15,Article
36700,Andrea Petracca,journals/ijon/PlacidiAPSS15,Article
36701,Fiorella Sgallari,journals/ijon/PlacidiAPSS15,Article
36702,Matteo Spezialetti,journals/ijon/PlacidiAPSS15,Article
36703,Jason M. Kinser,journals/ijon/Kinser95,Article
36704,Lubomir Kostal,journals/ijon/KostalLR07,Article
36705,Petr Lnsk,journals/ijon/KostalLR07,Article
36706,Jean-Pierre Rospars,journals/ijon/KostalLR07,Article
36707,V. David Snchez A.,journals/ijon/A02a,Article
36708,Michael Rudolph,journals/ijon/RudolphHD01,Article
36709,Nicolas H,journals/ijon/RudolphHD01,Article
36710,Alain Destexhe,journals/ijon/RudolphHD01,Article
36711,Philip C. Treleaven,journals/ijon/Treleaven89,Article
36712,Yu-Liang Hsu,journals/ijon/HsuYWH13,Article
36713,Ya-Ting C. Yang,journals/ijon/HsuYWH13,Article
36714,Jeen-Shing Wang,journals/ijon/HsuYWH13,Article
36715,Chung-Yao Hsu,journals/ijon/HsuYWH13,Article
36716,Silvia Corchs,journals/ijon/CorchsD01,Article
36717,Gustavo Deco,journals/ijon/CorchsD01,Article
36718,Joanna Tyrcha,journals/ijon/TyrchaL04,Article
36719,William B. Levy,journals/ijon/TyrchaL04,Article
36720,Wenbing Zhang,journals/ijon/ZhangFT11,Article
36721,Jian-An Fang,journals/ijon/ZhangFT11,Article
36722,Yang Tang,journals/ijon/ZhangFT11,Article
36723,Christopher Johansson,journals/ijon/JohanssonRL06,Article
36724,Martin Rehn,journals/ijon/JohanssonRL06,Article
36725,Anders Lansner,journals/ijon/JohanssonRL06,Article
36726,Hongwei Liu,journals/ijon/LiuZ11,Article
36727,Yongliang Zhou,journals/ijon/LiuZ11,Article
36728,Tao Chen,journals/ijon/ChenR09,Article
36729,Jianghong Ren,journals/ijon/ChenR09,Article
36730,M. Ghiassi,journals/ijon/GhiassiS05,Article
36731,H. Saidane,journals/ijon/GhiassiS05,Article
36732,Rufin van Rullen,journals/ijon/RullenDT01,Article
36733,Arnaud Delorme,journals/ijon/RullenDT01,Article
36734,Simon J. Thorpe,journals/ijon/RullenDT01,Article
36735,Lev V. Utkin,journals/ijon/Utkin15,Article
36736,Lishuang Li,journals/ijon/LiZJGH15,Article
36737,Jing Zhang,journals/ijon/LiZJGH15,Article
36738,Liuke Jin,journals/ijon/LiZJGH15,Article
36739,Rui Guo,journals/ijon/LiZJGH15,Article
36740,Degen Huang,journals/ijon/LiZJGH15,Article
36741,Thomas Wennekers,journals/ijon/WennekersA05,Article
36742,Nihat Ay,journals/ijon/WennekersA05,Article
36743,Ion Marqus,journals/ijon/MarquesGKA15,Article
36744,Manuel Graa,journals/ijon/MarquesGKA15,Article
36745,Anna Kaminska-Chuchmala,journals/ijon/MarquesGKA15,Article
36746,Bruno Apolloni,journals/ijon/MarquesGKA15,Article
36747,M. N. Lorenzo,journals/ijon/LorenzoMPP04,Article
36748,N. Montejo,journals/ijon/LorenzoMPP04,Article
36749,Vicente Prez-Muuzuri,journals/ijon/LorenzoMPP04,Article
36750,V. Prez-Villar,journals/ijon/LorenzoMPP04,Article
36751,Qing He,journals/ijon/HeJDZS14,Article
36752,Xin Jin,journals/ijon/HeJDZS14,Article
36753,Changying Du,journals/ijon/HeJDZS14,Article
36754,Fuzhen Zhuang,journals/ijon/HeJDZS14,Article
36755,Zhongzhi Shi,journals/ijon/HeJDZS14,Article
36756,Gregor Wenning,journals/ijon/WenningO02,Article
36757,Klaus Obermayer,journals/ijon/WenningO02,Article
36758,Chungang Yang,journals/ijon/Yang16,Article
36759,Jeen-Shing Wang,journals/ijon/WangCHY13,Article
36760,Wei-Chun Chiang,journals/ijon/WangCHY13,Article
36761,Yu-Liang Hsu,journals/ijon/WangCHY13,Article
36762,Ya-Ting C. Yang,journals/ijon/WangCHY13,Article
36763,Xiaodong Li,journals/ijon/LiFZ09,Article
36764,Shumin Fei,journals/ijon/LiFZ09,Article
36765,Tao Zhang,journals/ijon/LiFZ09,Article
36766,Siamak Mehrkanoon,journals/ijon/MehrkanoonHS14,Article
36767,Xiaolin Huang,journals/ijon/MehrkanoonHS14,Article
36768,Johan A. K. Suykens,journals/ijon/MehrkanoonHS14,Article
36769,Chi-Sing Leung,journals/ijon/LeungSC14,Article
36770,John Sum,journals/ijon/LeungSC14,Article
36771,Anthony G. Constantinides,journals/ijon/LeungSC14,Article
36772,Francis Wyffels,journals/ijon/WyffelsS10,Article
36773,Benjamin Schrauwen,journals/ijon/WyffelsS10,Article
36774,Simon J. Thorpe,journals/ijon/ThorpeGGAR04,Article
36775,Rudy Guyonneau,journals/ijon/ThorpeGGAR04,Article
36776,Nicolas Guilbaud,journals/ijon/ThorpeGGAR04,Article
36777,Jong-Mo Allegraud,journals/ijon/ThorpeGGAR04,Article
36778,Rufin van Rullen,journals/ijon/ThorpeGGAR04,Article
36779,Muhammad Atif Tahir,journals/ijon/TahirKB16,Article
36780,Josef Kittler,journals/ijon/TahirKB16,Article
36781,Ahmed Bouridane,journals/ijon/TahirKB16,Article
36782,Sheng Chen 0001,journals/ijon/ChenHG00,Article
36783,Z. He,journals/ijon/ChenHG00,Article
36784,Peter M. Grant,journals/ijon/ChenHG00,Article
36785,Khalid Choukri,journals/ijon/ChoukriSWBVGBVIM90,Article
36786,S. Soudoplatoff,journals/ijon/ChoukriSWBVGBVIM90,Article
36787,A. Wallyn,journals/ijon/ChoukriSWBVGBVIM90,Article
36788,Frdric Bimbot,journals/ijon/ChoukriSWBVGBVIM90,Article
36789,H. Valbret,journals/ijon/ChoukriSWBVGBVIM90,Article
36790,Patrick Gallinari,journals/ijon/ChoukriSWBVGBVIM90,Article
36791,Youns Bennani,journals/ijon/ChoukriSWBVGBVIM90,Article
36792,A. Varga,journals/ijon/ChoukriSWBVGBVIM90,Article
36793,Manfred Immendrfer,journals/ijon/ChoukriSWBVGBVIM90,Article
36794,T. Michaux,journals/ijon/ChoukriSWBVGBVIM90,Article
36795,Ralf Mller,journals/ijon/MollerML99,Article
36796,Marinus Maris,journals/ijon/MollerML99,Article
36797,Dimitrios Lambrinos,journals/ijon/MollerML99,Article
36798,Heng Liu,journals/ijon/LiuYZ06,Article
36799,Jingqi Yan,journals/ijon/LiuYZ06,Article
36800,David Zhang,journals/ijon/LiuYZ06,Article
36801,Hiroki Tamura,journals/ijon/TamuraZXIT05,Article
36802,Zongmei Zhang,journals/ijon/TamuraZXIT05,Article
36803,Xinshun Xu,journals/ijon/TamuraZXIT05,Article
36804,Masahiro Ishii,journals/ijon/TamuraZXIT05,Article
36805,Zheng Tang,journals/ijon/TamuraZXIT05,Article
36806,Qi Han,journals/ijon/HanLHPLH12,Article
